,county_fips_code,county_name,date,confirmed_cases,deaths,total_pop,male_pop,female_pop,median_income,median_rent,poverty,employed_pop,unemployed_pop,worked_at_home,walked_to_work,different_house_year_ago_different_city,different_house_year_ago_same_city
2667,48183,Gregg ,2021-01-19,8451,221,123402.0,60366.0,63036.0,47970.0,660.0,21028.0,55237.0,2772.0,1523.0,1073.0,13449.0,11368.0
2668,48457,Tyler ,2021-01-19,999,19,21456.0,11726.0,9730.0,44396.0,494.0,2947.0,6746.0,709.0,325.0,67.0,2638.0,260.0
2669,48299,Llano ,2021-01-19,805,30,20195.0,9848.0,10347.0,50524.0,593.0,2495.0,7660.0,689.0,696.0,190.0,2253.0,763.0
2670,48093,Comanche ,2021-01-19,1118,36,13492.0,6710.0,6782.0,42419.0,342.0,2407.0,5454.0,203.0,206.0,145.0,854.0,180.0
2671,48205,Hartley ,2021-01-19,317,2,5821.0,3524.0,2297.0,64427.0,640.0,347.0,2049.0,25.0,95.0,46.0,599.0,213.0
2672,48069,Castro ,2021-01-19,832,22,7891.0,3958.0,3933.0,44643.0,482.0,1232.0,3289.0,144.0,128.0,77.0,575.0,286.0
2673,48399,Runnels ,2021-01-19,1085,28,10266.0,5050.0,5216.0,41226.0,360.0,1624.0,4184.0,139.0,117.0,109.0,310.0,199.0
2674,48179,Gray ,2021-01-19,1773,40,22962.0,12143.0,10819.0,48314.0,528.0,3169.0,9498.0,492.0,70.0,135.0,2467.0,1298.0
2675,48013,Atascosa ,2021-01-19,3781,90,48139.0,24051.0,24088.0,55194.0,585.0,6961.0,20208.0,1319.0,1165.0,213.0,6205.0,1000.0
2676,48281,Lampasas ,2021-01-19,913,17,20473.0,10144.0,10329.0,54467.0,549.0,2429.0,8612.0,689.0,239.0,234.0,1809.0,357.0
2677,48203,Harrison ,2021-01-19,3575,71,66606.0,32517.0,34089.0,48644.0,574.0,11605.0,27603.0,2128.0,1022.0,169.0,4392.0,1354.0
2678,48007,Aransas ,2021-01-19,895,26,24832.0,12448.0,12384.0,44601.0,666.0,4344.0,10387.0,750.0,683.0,281.0,3101.0,788.0
2679,48139,Ellis ,2021-01-19,16403,201,164092.0,80837.0,83255.0,67371.0,761.0,17014.0,78597.0,3829.0,3850.0,672.0,14541.0,6590.0
2680,48277,Lamar ,2021-01-19,4956,112,49401.0,23876.0,25525.0,42198.0,500.0,8644.0,21134.0,1259.0,663.0,491.0,3933.0,3244.0
2681,48027,Bell ,2021-01-19,16512,214,336506.0,168147.0,168359.0,52583.0,722.0,46671.0,135361.0,12218.0,5304.0,3202.0,48168.0,25906.0
2682,48423,Smith ,2021-01-19,15406,309,222277.0,107355.0,114922.0,50742.0,714.0,35438.0,98488.0,6803.0,3332.0,938.0,22714.0,9422.0
2683,48469,Victoria ,2021-01-19,6672,134,91518.0,44790.0,46728.0,55740.0,701.0,13328.0,43077.0,2299.0,1744.0,336.0,6887.0,8004.0
2684,48257,Kaufman ,2021-01-19,11450,154,114852.0,56347.0,58505.0,63926.0,743.0,14073.0,53146.0,3674.0,1889.0,260.0,14095.0,2299.0
2685,48025,Bee ,2021-01-19,3082,53,32729.0,19883.0,12846.0,45415.0,680.0,4926.0,10125.0,680.0,263.0,259.0,4406.0,1128.0
2686,48493,Wilson ,2021-01-19,2790,41,47205.0,23703.0,23502.0,71942.0,689.0,4705.0,21002.0,1330.0,1325.0,238.0,3686.0,924.0
2687,48401,Rusk ,2021-01-19,3065,65,53026.0,27810.0,25216.0,49270.0,560.0,7576.0,20340.0,1219.0,654.0,184.0,9108.0,1030.0
2688,48377,Presidio ,2021-01-19,615,19,7191.0,3558.0,3633.0,26486.0,408.0,1893.0,2426.0,264.0,155.0,417.0,435.0,545.0
2689,48291,Liberty ,2021-01-19,5116,111,79884.0,39491.0,40393.0,48344.0,578.0,11781.0,28685.0,2413.0,606.0,278.0,12826.0,1354.0
2690,48441,Taylor ,2021-01-19,13275,263,135371.0,66258.0,69113.0,49161.0,649.0,20783.0,62872.0,2917.0,3142.0,1423.0,13584.0,17448.0
2691,48021,Bastrop ,2021-01-19,4373,57,80306.0,40845.0,39461.0,59185.0,724.0,10322.0,33500.0,2809.0,1277.0,450.0,9738.0,1235.0
2692,48135,Ector ,2021-01-19,12222,269,155744.0,78798.0,76946.0,59528.0,816.0,18882.0,72576.0,5349.0,1559.0,1183.0,13912.0,12282.0
2693,48243,Jeff Davis ,2021-01-19,116,1,2236.0,1070.0,1166.0,46534.0,628.0,145.0,911.0,49.0,101.0,47.0,173.0,23.0
2694,48059,Callahan ,2021-01-19,931,28,13660.0,6650.0,7010.0,40945.0,461.0,2109.0,5128.0,187.0,272.0,40.0,1239.0,227.0
2695,48335,Mitchell ,2021-01-19,535,21,8774.0,5417.0,3357.0,52194.0,477.0,496.0,2801.0,193.0,94.0,22.0,1902.0,449.0
2696,48003,Andrews ,2021-01-19,1606,37,17577.0,8980.0,8597.0,70753.0,737.0,2082.0,8054.0,383.0,204.0,0.0,1514.0,825.0
2697,48207,Haskell ,2021-01-19,355,17,5806.0,3247.0,2559.0,43529.0,389.0,958.0,2180.0,230.0,61.0,93.0,1150.0,76.0
2698,48395,Robertson ,2021-01-19,1069,25,16727.0,8291.0,8436.0,52189.0,385.0,2505.0,7180.0,603.0,242.0,177.0,1557.0,524.0
2699,48219,Hockley ,2021-01-19,2049,91,23273.0,11505.0,11768.0,49184.0,514.0,3354.0,10337.0,827.0,248.0,205.0,2615.0,1424.0
2700,48019,Bandera ,2021-01-19,820,20,21316.0,10570.0,10746.0,56413.0,674.0,3467.0,8682.0,523.0,644.0,159.0,3382.0,81.0
2701,48427,Starr ,2021-01-19,7460,214,63420.0,30815.0,32605.0,27133.0,366.0,21968.0,21423.0,3772.0,1067.0,913.0,2585.0,2023.0
2702,48035,Bosque ,2021-01-19,988,20,17955.0,8831.0,9124.0,48677.0,456.0,2737.0,7475.0,406.0,364.0,331.0,1991.0,524.0
2703,48051,Burleson ,2021-01-19,1093,22,17596.0,8781.0,8815.0,52510.0,551.0,2620.0,7697.0,557.0,193.0,85.0,1743.0,361.0
2704,48253,Jones ,2021-01-19,2569,35,19969.0,12658.0,7311.0,48601.0,444.0,2021.0,5057.0,220.0,139.0,135.0,4430.0,486.0
2705,48111,Dallam ,2021-01-19,466,20,7207.0,3880.0,3327.0,45580.0,562.0,1139.0,3501.0,135.0,79.0,61.0,625.0,713.0
2706,48017,Bailey ,2021-01-19,742,15,7098.0,3678.0,3420.0,43523.0,575.0,1529.0,3157.0,72.0,263.0,179.0,370.0,188.0
2707,48371,Pecos ,2021-01-19,1313,26,15804.0,9058.0,6746.0,50543.0,614.0,1580.0,6103.0,233.0,185.0,99.0,1977.0,599.0
2708,48083,Coleman ,2021-01-19,579,20,8422.0,4282.0,4140.0,40804.0,461.0,1701.0,3310.0,177.0,81.0,25.0,391.0,66.0
2709,48285,Lavaca ,2021-01-19,1862,62,19859.0,9596.0,10263.0,51708.0,517.0,2030.0,8843.0,263.0,285.0,137.0,1689.0,896.0
2710,48297,Live Oak ,2021-01-19,967,16,12043.0,6548.0,5495.0,51480.0,586.0,1703.0,4301.0,169.0,243.0,75.0,1325.0,158.0
2711,48117,Deaf Smith ,2021-01-19,2418,60,18947.0,9499.0,9448.0,51543.0,544.0,3373.0,8619.0,452.0,186.0,29.0,1102.0,885.0
2712,48075,Childress ,2021-01-19,1292,13,7064.0,3933.0,3131.0,40432.0,577.0,1124.0,2515.0,138.0,68.0,23.0,815.0,98.0
2713,48505,Zapata ,2021-01-19,1338,20,14415.0,7190.0,7225.0,34550.0,353.0,4873.0,5146.0,731.0,97.0,214.0,1334.0,489.0
2714,48217,Hill ,2021-01-19,2398,47,35098.0,17374.0,17724.0,45970.0,528.0,5967.0,14579.0,1293.0,661.0,195.0,4166.0,938.0
2715,48331,Milam ,2021-01-19,1577,19,24479.0,12194.0,12285.0,41768.0,454.0,3845.0,9527.0,551.0,439.0,53.0,2499.0,683.0
2716,48289,Leon ,2021-01-19,875,28,16966.0,8485.0,8481.0,44875.0,434.0,2741.0,6574.0,500.0,321.0,263.0,2128.0,333.0
2717,48419,Shelby ,2021-01-19,1278,45,25689.0,12740.0,12949.0,38121.0,420.0,5852.0,9432.0,755.0,260.0,158.0,2795.0,1213.0
2718,48293,Limestone ,2021-01-19,1420,34,23480.0,12071.0,11409.0,40356.0,463.0,4671.0,8824.0,1009.0,315.0,112.0,2375.0,640.0
2719,48241,Jasper ,2021-01-19,1965,48,35444.0,17420.0,18024.0,41960.0,485.0,5772.0,12541.0,1441.0,230.0,37.0,3554.0,1054.0
2720,48199,Hardin ,2021-01-19,4080,69,55993.0,27365.0,28628.0,56131.0,629.0,6669.0,24056.0,1097.0,443.0,221.0,5378.0,1136.0
2721,48053,Burnet ,2021-01-19,2196,34,45017.0,22234.0,22783.0,57173.0,664.0,5473.0,19567.0,869.0,1268.0,514.0,5191.0,533.0
2722,48213,Henderson ,2021-01-19,4434,106,79687.0,38840.0,40847.0,44888.0,572.0,14023.0,31087.0,2043.0,1230.0,367.0,8441.0,1867.0
2723,48187,Guadalupe ,2021-01-19,9123,128,150889.0,74611.0,76278.0,66187.0,827.0,15774.0,70169.0,3268.0,2843.0,512.0,14870.0,3973.0
2724,48439,Tarrant ,2021-01-19,195518,1798,1983675.0,971142.0,1012533.0,62532.0,815.0,264575.0,974947.0,55237.0,41118.0,11867.0,193741.0,128092.0
2725,48209,Hays ,2021-01-19,14460,130,194843.0,96973.0,97870.0,62815.0,888.0,28737.0,99069.0,5566.0,6293.0,1939.0,30159.0,10445.0
2726,48055,Caldwell ,2021-01-19,2738,55,40544.0,20563.0,19981.0,51346.0,623.0,6819.0,18238.0,649.0,722.0,645.0,5463.0,555.0
2727,48361,Orange ,2021-01-19,5946,81,83909.0,41505.0,42404.0,53667.0,600.0,11759.0,36743.0,2349.0,605.0,625.0,10118.0,2955.0
2728,48323,Maverick ,2021-01-19,8320,223,57471.0,28522.0,28949.0,37734.0,484.0,13973.0,21113.0,3114.0,278.0,395.0,4075.0,2150.0
2729,48449,Titus ,2021-01-19,3137,60,32664.0,16055.0,16609.0,46980.0,491.0,6193.0,14307.0,935.0,240.0,83.0,2035.0,840.0
2730,48001,Anderson ,2021-01-19,5575,75,57747.0,35292.0,22455.0,42313.0,571.0,6935.0,19102.0,850.0,674.0,92.0,6853.0,1590.0
2731,48143,Erath ,2021-01-19,3470,42,41016.0,20118.0,20898.0,47013.0,665.0,8807.0,19076.0,863.0,842.0,473.0,5378.0,2438.0
2732,48497,Wise ,2021-01-19,5384,84,63247.0,31766.0,31481.0,59081.0,699.0,8042.0,27736.0,1758.0,1552.0,268.0,7431.0,1110.0
2733,48071,Chambers ,2021-01-19,3431,13,39283.0,19679.0,19604.0,74368.0,712.0,5031.0,16713.0,1168.0,347.0,150.0,2898.0,430.0
2734,48355,Nueces ,2021-01-19,31926,517,358484.0,176836.0,181648.0,53317.0,776.0,58409.0,165116.0,10442.0,3736.0,2750.0,25333.0,38174.0
2735,48503,Young ,2021-01-19,1685,32,18166.0,8922.0,9244.0,46351.0,435.0,2939.0,8248.0,391.0,494.0,49.0,1239.0,970.0
2736,48189,Hale ,2021-01-19,5668,135,34527.0,17906.0,16621.0,46012.0,470.0,6358.0,14267.0,971.0,446.0,177.0,4032.0,2149.0
2737,48225,Houston ,2021-01-19,1360,30,22849.0,12274.0,10575.0,33552.0,460.0,4833.0,7642.0,359.0,289.0,75.0,1452.0,336.0
2738,48459,Upshur ,2021-01-19,2595,42,40506.0,20035.0,20471.0,48796.0,581.0,5513.0,16720.0,1515.0,650.0,109.0,4808.0,432.0
2739,48165,Gaines ,2021-01-19,1302,36,19889.0,10082.0,9807.0,58167.0,525.0,2180.0,8134.0,381.0,169.0,334.0,1813.0,862.0
2740,48043,Brewster ,2021-01-19,945,8,9220.0,4464.0,4756.0,38906.0,477.0,981.0,4151.0,318.0,196.0,111.0,1358.0,439.0
2741,48319,Mason ,2021-01-19,340,4,4122.0,2200.0,1922.0,40949.0,627.0,518.0,2173.0,63.0,93.0,117.0,589.0,176.0
2742,48487,Wilbarger ,2021-01-19,1707,41,12972.0,6415.0,6557.0,43913.0,443.0,2091.0,6329.0,388.0,51.0,109.0,1222.0,1708.0
2743,48365,Panola ,2021-01-19,1228,49,23574.0,11635.0,11939.0,49704.0,585.0,3510.0,9855.0,391.0,165.0,179.0,1879.0,702.0
2744,48149,Fayette ,2021-01-19,1447,43,24963.0,12188.0,12775.0,56941.0,553.0,2220.0,11626.0,182.0,355.0,221.0,1345.0,135.0
2745,48049,Brown ,2021-01-19,3382,81,37787.0,18741.0,19046.0,43062.0,521.0,5913.0,15238.0,684.0,347.0,231.0,2514.0,689.0
2746,48223,Hopkins ,2021-01-19,2518,86,35929.0,17643.0,18286.0,47832.0,559.0,6312.0,15408.0,967.0,530.0,296.0,3572.0,2889.0
2747,48273,Kleberg ,2021-01-19,1981,63,31540.0,16290.0,15250.0,41700.0,637.0,7003.0,13683.0,1466.0,250.0,934.0,3232.0,3059.0
2748,48347,Nacogdoches ,2021-01-19,3506,111,65411.0,31297.0,34114.0,41482.0,602.0,14894.0,28199.0,2670.0,776.0,1013.0,8664.0,5180.0
2749,48329,Midland ,2021-01-19,13334,202,159883.0,80338.0,79545.0,75815.0,1014.0,13714.0,80471.0,2941.0,1929.0,671.0,15416.0,12644.0
2750,48375,Potter ,2021-01-19,15947,302,121230.0,62467.0,58763.0,41852.0,614.0,24720.0,52859.0,2337.0,1176.0,876.0,7106.0,15048.0
2751,48381,Randall ,2021-01-19,15104,208,130552.0,64149.0,66403.0,65564.0,727.0,12247.0,68640.0,2654.0,2013.0,884.0,10715.0,12179.0
2752,48167,Galveston ,2021-01-19,26898,251,321184.0,158564.0,162620.0,65702.0,818.0,43721.0,149076.0,10391.0,5410.0,2948.0,35119.0,14707.0
2753,48465,Val Verde ,2021-01-19,6331,158,48976.0,24836.0,24140.0,44609.0,524.0,9849.0,18667.0,1323.0,695.0,598.0,2909.0,3376.0
2754,48231,Hunt ,2021-01-19,4557,103,90322.0,44432.0,45890.0,49319.0,643.0,16430.0,38753.0,2690.0,1371.0,773.0,11810.0,3265.0
2755,48321,Matagorda ,2021-01-19,2602,72,36744.0,18249.0,18495.0,44896.0,573.0,7464.0,16009.0,1093.0,332.0,349.0,2047.0,1440.0
2756,48471,Walker ,2021-01-19,7008,93,70818.0,41435.0,29383.0,41456.0,693.0,12653.0,24044.0,836.0,900.0,938.0,9927.0,2963.0
2757,48485,Wichita ,2021-01-19,13325,260,131778.0,68339.0,63439.0,45776.0,612.0,22027.0,55552.0,2788.0,2408.0,4607.0,14089.0,11532.0
2758,48057,Calhoun ,2021-01-19,1361,13,21821.0,10976.0,10845.0,58788.0,584.0,3409.0,9676.0,651.0,299.0,87.0,1584.0,1014.0
2759,48303,Lubbock ,2021-01-19,45600,648,298042.0,147080.0,150962.0,49078.0,697.0,53614.0,145154.0,7318.0,3626.0,2745.0,32955.0,39473.0
2760,48313,Madison ,2021-01-19,1162,21,13979.0,8649.0,5330.0,44004.0,519.0,1516.0,4249.0,138.0,138.0,304.0,2019.0,300.0
2761,48249,Jim Wells ,2021-01-19,3417,70,41318.0,20134.0,21184.0,41103.0,542.0,9382.0,16282.0,919.0,506.0,410.0,2453.0,1596.0
2762,48349,Navarro ,2021-01-19,4798,71,48239.0,23726.0,24513.0,45103.0,549.0,8913.0,20325.0,2116.0,855.0,190.0,4698.0,2166.0
2763,48073,Cherokee ,2021-01-19,3491,92,51594.0,26307.0,25287.0,44294.0,498.0,9090.0,20526.0,1325.0,546.0,403.0,4178.0,1618.0
2764,48221,Hood ,2021-01-19,5050,85,55418.0,27199.0,28219.0,60275.0,708.0,6722.0,22905.0,712.0,1015.0,123.0,5204.0,578.0
2765,48265,Kerr ,2021-01-19,3020,61,50761.0,24563.0,26198.0,48698.0,674.0,6760.0,21475.0,1374.0,953.0,390.0,6255.0,2015.0
2766,48037,Bowie ,2021-01-19,4876,139,93635.0,47173.0,46462.0,46283.0,579.0,15750.0,36668.0,2876.0,913.0,320.0,8247.0,2165.0
2767,48409,San Patricio ,2021-01-19,3450,111,66867.0,33592.0,33275.0,53332.0,670.0,10061.0,28869.0,1482.0,908.0,426.0,7758.0,2895.0
2768,48099,Coryell ,2021-01-19,4312,45,75818.0,37921.0,37897.0,50865.0,714.0,8174.0,23306.0,2568.0,1408.0,2260.0,13648.0,3490.0
2769,48451,Tom Green ,2021-01-19,11547,204,116906.0,57848.0,59058.0,49662.0,680.0,14339.0,53414.0,2114.0,2036.0,2268.0,12123.0,10035.0
2770,48325,Medina ,2021-01-19,3253,62,48548.0,25073.0,23475.0,59305.0,574.0,5850.0,20958.0,1176.0,617.0,386.0,4992.0,1204.0
2771,48473,Waller ,2021-01-19,2659,27,48443.0,24209.0,24234.0,53506.0,645.0,7853.0,21837.0,1836.0,941.0,824.0,6649.0,1286.0
2772,48479,Webb ,2021-01-19,34690,513,269624.0,131657.0,137967.0,40442.0,612.0,83702.0,102713.0,6156.0,2690.0,1699.0,4569.0,21376.0
2773,48029,Bexar ,2021-01-19,152231,2040,1892004.0,932577.0,959427.0,53999.0,786.0,304792.0,867502.0,56840.0,36333.0,14830.0,144005.0,166577.0
2774,48157,Fort Bend ,2021-01-19,44067,439,711421.0,349697.0,361724.0,93645.0,1109.0,56959.0,339159.0,19073.0,16369.0,1709.0,66499.0,11889.0
2775,48113,Dallas ,2021-01-19,234625,2453,2552213.0,1257751.0,1294462.0,53626.0,826.0,446611.0,1252101.0,78641.0,52387.0,18491.0,207212.0,186545.0
2776,48085,Collin ,2021-01-19,64721,483,914075.0,448915.0,465160.0,90124.0,1079.0,62439.0,474671.0,21074.0,39929.0,3796.0,88068.0,34209.0
2777,48041,Brazos ,2021-01-19,16634,162,214231.0,108478.0,105753.0,43907.0,735.0,51704.0,103649.0,5095.0,3415.0,2511.0,37704.0,23368.0
2778,48141,El Paso ,2021-01-19,107552,1940,834825.0,409199.0,425626.0,43244.0,676.0,177980.0,341350.0,25629.0,12184.0,6964.0,41248.0,66287.0
2779,48121,Denton ,2021-01-19,46272,439,781321.0,384390.0,396931.0,80290.0,943.0,64503.0,419189.0,19739.0,29032.0,5486.0,102132.0,39293.0
2780,48339,Montgomery ,2021-01-19,33006,326,535187.0,265034.0,270153.0,74323.0,950.0,54912.0,249640.0,12775.0,13394.0,2304.0,65405.0,10474.0
2781,48039,Brazoria ,2021-01-19,26046,277,345995.0,175156.0,170839.0,76426.0,825.0,33043.0,162270.0,8439.0,4545.0,1351.0,31467.0,8182.0
2782,48201,Harris ,2021-01-19,286356,3825,4525519.0,2251060.0,2274459.0,57791.0,827.0,751985.0,2180392.0,149192.0,79181.0,32750.0,401476.0,288879.0
2783,48453,Travis ,2021-01-19,61468,626,1176584.0,593319.0,583265.0,68350.0,1004.0,159948.0,645807.0,30087.0,53160.0,12246.0,109196.0,106143.0
2784,48491,Williamson ,2021-01-19,29796,269,508313.0,250106.0,258207.0,79123.0,1000.0,35067.0,254840.0,12800.0,19326.0,2159.0,67898.0,17289.0
2785,48345,Motley ,2021-01-19,79,7,1114.0,575.0,539.0,40598.0,339.0,136.0,513.0,45.0,31.0,20.0,191.0,67.0
2786,48033,Borden ,2021-01-19,18,0,602.0,309.0,293.0,77708.0,425.0,17.0,255.0,4.0,9.0,28.0,66.0,0.0
2787,48263,Kent ,2021-01-19,68,1,680.0,311.0,369.0,52250.0,219.0,113.0,304.0,5.0,5.0,45.0,54.0,44.0
2788,48393,Roberts ,2021-01-19,49,1,889.0,404.0,485.0,79167.0,625.0,29.0,409.0,10.0,25.0,9.0,141.0,0.0
2789,48443,Terrell ,2021-01-19,73,1,721.0,357.0,364.0,26063.0,434.0,123.0,260.0,19.0,26.0,4.0,12.0,17.0
2790,48081,Coke ,2021-01-19,417,10,3238.0,1609.0,1629.0,42500.0,351.0,516.0,1462.0,66.0,61.0,72.0,261.0,113.0
